GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Fri Jul 29 09:47:46 CEST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	VStorage	ACollector	thicknessInsulation
63	40	2	1	1859.5392599681265	30.5	9.5	0.195	Cost not reduced at VStorage+dVStorage.
63	40	3	1	1858.51835851599	29.5	9.5	0.195	Cost not reduced at VStorage-dVStorage.
64	40	4	1	1871.2499354991405	30.0	9.0	0.195	Cost not reduced at ACollector-dACollector.
65	40	5	1	1857.4974757115413	30.0	10.0	0.195	Cost not reduced at ACollector+dACollector.
66	40	6	1	1859.5190120837797	30.0	9.5	0.19125	Cost not reduced at thicknessInsulation-dthicknessInsulation.
67	40	7	1	1859.099398825211	30.0	9.5	0.19875	Cost not reduced at thicknessInsulation+dthicknessInsulation.
67	40	8	1	1859.099398825211	30.0	9.5	0.19875	Cost not reduced at VStorage+dVStorage.
67	40	9	1	1859.2509914365617	29.0	9.5	0.19875	Cost not reduced at VStorage-dVStorage.
67	40	10	1	1869.8844899660826	29.5	9.0	0.19875	Cost not reduced at ACollector-dACollector.
67	40	11	1	1858.1332013460328	29.5	10.0	0.19875	Cost not reduced at ACollector+dACollector.
67	40	12	1	1858.51835851599	29.5	9.5	0.195	Cost not reduced at thicknessInsulation-dthicknessInsulation.
67	40	13	1	1858.9946256986882	29.5	9.5	0.2025	Cost not reduced at thicknessInsulation+dthicknessInsulation.
57	40	14	1	1856.278929824954	29.5	9.5	0.19875	Iteration step did not reduce cost. Maximum number of step reductions reached.
57	40	15	1	1856.278929824954	29.5	9.5	0.19875	Minimum point.
