GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Thu Jul 21 15:12:51 CEST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	VStorage	ACollector	thicknessInsulation
31	41	9	1	2309.613451648133	1.0	4.0	0.21	Cost not reduced at thicknessInsulation-dthicknessInsulation.
24	41	10	1	2307.915651853304	1.0	4.0	0.24	Iteration step did not reduce cost. Reduce step size to '0.25'.
31	42	1	1	2307.915651853304	1.0	4.0	0.24	Exploration base, Delta = 0.25.
32	42	2	1	2332.089633825726	3.0	4.0	0.24	Cost not reduced at VStorage+dVStorage.
33	42	3	1	2327.1955749331746	1.0	6.0	0.24	Cost not reduced at ACollector+dACollector.
34	42	4	1	2311.7304141528143	1.0	4.0	0.255	Cost not reduced at thicknessInsulation+dthicknessInsulation.
35	42	5	1	2307.0707523907695	1.0	4.0	0.225	Cost reduced     at thicknessInsulation-dthicknessInsulation.
35	42	6	1	2307.0707523907695	1.0	4.0	0.225	Global search reduced cost.
35	43	1	1	2309.613451648133	1.0	4.0	0.21	Exploration base, Delta = 0.25.
36	43	2	1	2334.9853022697203	3.0	4.0	0.21	Cost not reduced at VStorage+dVStorage.
37	43	3	1	2328.8494173240297	1.0	6.0	0.21	Cost not reduced at ACollector+dACollector.
38	43	4	1	2316.339257933317	1.0	4.0	0.195	Cost not reduced at thicknessInsulation-dthicknessInsulation.
38	43	5	1	2307.0707523907695	1.0	4.0	0.225	Cost reduced     at thicknessInsulation+dthicknessInsulation.
39	43	6	1	2331.7890310197627	3.0	4.0	0.225	Cost not reduced at VStorage+dVStorage.
40	43	7	1	2326.2350307766264	1.0	6.0	0.225	Cost not reduced at ACollector+dACollector.
40	43	8	1	2307.915651853304	1.0	4.0	0.24	Cost not reduced at thicknessInsulation+dthicknessInsulation.
40	43	9	1	2309.613451648133	1.0	4.0	0.21	Cost not reduced at thicknessInsulation-dthicknessInsulation.
35	43	10	1	2307.0707523907695	1.0	4.0	0.225	Iteration step did not reduce cost. Reduce step size to '0.125'.
40	44	1	1	2307.0707523907695	1.0	4.0	0.225	Exploration base, Delta = 0.125.
41	44	2	1	2323.5338090844066	2.0	4.0	0.225	Cost not reduced at VStorage+dVStorage.
42	44	3	1	2316.6147860789633	1.0	5.0	0.225	Cost not reduced at ACollector+dACollector.
43	44	4	1	2307.0592949493207	1.0	4.0	0.2325	Cost reduced     at thicknessInsulation+dthicknessInsulation.
43	44	5	1	2307.0592949493207	1.0	4.0	0.2325	Global search reduced cost.
43	45	1	1	2307.915651853304	1.0	4.0	0.24	Exploration base, Delta = 0.125.
44	45	2	1	2324.059636793789	2.0	4.0	0.24	Cost not reduced at VStorage+dVStorage.
45	45	3	1	2317.469675375297	1.0	5.0	0.24	Cost not reduced at ACollector+dACollector.
46	45	4	1	2309.4871864061874	1.0	4.0	0.2475	Cost not reduced at thicknessInsulation+dthicknessInsulation.
46	45	5	1	2307.0592949493207	1.0	4.0	0.2325	Cost reduced     at thicknessInsulation-dthicknessInsulation.
47	45	6	1	2323.4112032436897	2.0	4.0	0.2325	Cost not reduced at VStorage+dVStorage.
48	45	7	1	2316.596003197845	1.0	5.0	0.2325	Cost not reduced at ACollector+dACollector.
48	45	8	1	2307.0707523907695	1.0	4.0	0.225	Cost not reduced at thicknessInsulation-dthicknessInsulation.
48	45	9	1	2307.915651853304	1.0	4.0	0.24	Cost not reduced at thicknessInsulation+dthicknessInsulation.
43	45	10	1	2307.0592949493207	1.0	4.0	0.2325	Iteration step did not reduce cost. Reduce step size to '0.0625'.
48	46	1	1	2307.0592949493207	1.0	4.0	0.2325	Exploration base, Delta = 0.0625.
49	46	2	1	2316.704088067577	1.5	4.0	0.2325	Cost not reduced at VStorage+dVStorage.
50	46	3	1	2311.886430674555	1.0	4.5	0.2325	Cost not reduced at ACollector+dACollector.
51	46	4	1	2306.9664884055323	1.0	4.0	0.22875	Cost reduced     at thicknessInsulation-dthicknessInsulation.
51	46	5	1	2306.9664884055323	1.0	4.0	0.22875	Global search reduced cost.
51	47	1	1	2307.0707523907695	1.0	4.0	0.225	Exploration base, Delta = 0.0625.
52	47	2	1	2316.7010993783933	1.5	4.0	0.225	Cost not reduced at VStorage+dVStorage.
53	47	3	1	2311.7846381015383	1.0	4.5	0.225	Cost not reduced at ACollector+dACollector.
54	47	4	1	2307.3617482549616	1.0	4.0	0.22125	Cost not reduced at thicknessInsulation-dthicknessInsulation.
54	47	5	1	2306.9664884055323	1.0	4.0	0.22875	Cost reduced     at thicknessInsulation+dthicknessInsulation.
55	47	6	1	2316.61899660778	1.5	4.0	0.22875	Cost not reduced at VStorage+dVStorage.
56	47	7	1	2311.685327044431	1.0	4.5	0.22875	Cost not reduced at ACollector+dACollector.
56	47	8	1	2307.0592949493207	1.0	4.0	0.2325	Cost not reduced at thicknessInsulation+dthicknessInsulation.
56	47	9	1	2307.0707523907695	1.0	4.0	0.225	Cost not reduced at thicknessInsulation-dthicknessInsulation.
51	47	10	1	2306.9664884055323	1.0	4.0	0.22875	Iteration step did not reduce cost. Maximum number of step reductions reached.
51	47	11	1	2306.9664884055323	1.0	4.0	0.22875	Minimum point.
