GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Thu Jul 21 13:59:38 CEST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	VStorage	ACollector	thicknessInsulation
28	39	2	1	1870.108879904857	5.0	4.0	0.18	Cost not reduced at VStorage+dVStorage.
29	39	3	1	1848.790965410317	1.0	8.0	0.18	Cost not reduced at ACollector+dACollector.
30	39	4	1	1825.852055337668	1.0	4.0	0.21	Cost not reduced at thicknessInsulation+dthicknessInsulation.
31	39	5	1	1806.2091020947503	1.0	4.0	0.15	Cost reduced     at thicknessInsulation-dthicknessInsulation.
31	39	6	1	1806.2091020947503	1.0	4.0	0.15	Global search reduced cost.
31	40	1	1	1823.3261922662825	1.0	4.0	0.12	Exploration base, Delta = 0.5.
32	40	2	1	1888.224328846554	5.0	4.0	0.12	Cost not reduced at VStorage+dVStorage.
33	40	3	1	1862.5289282121628	1.0	8.0	0.12	Cost not reduced at ACollector+dACollector.
34	40	4	1	1878.2851553725695	1.0	4.0	0.09	Cost not reduced at thicknessInsulation-dthicknessInsulation.
34	40	5	1	1806.2091020947503	1.0	4.0	0.15	Cost reduced     at thicknessInsulation+dthicknessInsulation.
35	40	6	1	1868.8214059654854	5.0	4.0	0.15	Cost not reduced at VStorage+dVStorage.
36	40	7	1	1845.4423379177156	1.0	8.0	0.15	Cost not reduced at ACollector+dACollector.
36	40	8	1	1809.55850961252	1.0	4.0	0.18	Cost not reduced at thicknessInsulation+dthicknessInsulation.
36	40	9	1	1823.3261922662825	1.0	4.0	0.12	Cost not reduced at thicknessInsulation-dthicknessInsulation.
31	40	10	1	1806.2091020947503	1.0	4.0	0.15	Iteration step did not reduce cost. Reduce step size to '0.25'.
36	41	1	1	1806.2091020947503	1.0	4.0	0.15	Exploration base, Delta = 0.25.
37	41	2	1	1847.1584844798367	3.0	4.0	0.15	Cost not reduced at VStorage+dVStorage.
38	41	3	1	1825.7125190452468	1.0	6.0	0.15	Cost not reduced at ACollector+dACollector.
39	41	4	1	1805.9099851299263	1.0	4.0	0.165	Cost reduced     at thicknessInsulation+dthicknessInsulation.
39	41	5	1	1805.9099851299263	1.0	4.0	0.165	Global search reduced cost.
39	42	1	1	1809.55850961252	1.0	4.0	0.18	Exploration base, Delta = 0.25.
40	42	2	1	1849.5399817309665	3.0	4.0	0.18	Cost not reduced at VStorage+dVStorage.
41	42	3	1	1829.0442229792877	1.0	6.0	0.18	Cost not reduced at ACollector+dACollector.
42	42	4	1	1816.4135227053098	1.0	4.0	0.195	Cost not reduced at thicknessInsulation+dthicknessInsulation.
42	42	5	1	1805.9099851299263	1.0	4.0	0.165	Cost reduced     at thicknessInsulation-dthicknessInsulation.
43	42	6	1	1846.3661705123911	3.0	4.0	0.165	Cost not reduced at VStorage+dVStorage.
44	42	7	1	1825.3872171437988	1.0	6.0	0.165	Cost not reduced at ACollector+dACollector.
44	42	8	1	1806.2091020947503	1.0	4.0	0.15	Cost not reduced at thicknessInsulation-dthicknessInsulation.
44	42	9	1	1809.55850961252	1.0	4.0	0.18	Cost not reduced at thicknessInsulation+dthicknessInsulation.
39	42	10	1	1805.9099851299263	1.0	4.0	0.165	Iteration step did not reduce cost. Reduce step size to '0.125'.
44	43	1	1	1805.9099851299263	1.0	4.0	0.165	Exploration base, Delta = 0.125.
45	43	2	1	1829.9568456126353	2.0	4.0	0.165	Cost not reduced at VStorage+dVStorage.
46	43	3	1	1815.5708479766006	1.0	5.0	0.165	Cost not reduced at ACollector+dACollector.
47	43	4	1	1805.476058345739	1.0	4.0	0.1575	Cost reduced     at thicknessInsulation-dthicknessInsulation.
47	43	5	1	1805.476058345739	1.0	4.0	0.1575	Global search reduced cost.
47	44	1	1	1806.2091020947503	1.0	4.0	0.15	Exploration base, Delta = 0.125.
48	44	2	1	1830.4573068060922	2.0	4.0	0.15	Cost not reduced at VStorage+dVStorage.
49	44	3	1	1815.8825035484783	1.0	5.0	0.15	Cost not reduced at ACollector+dACollector.
50	44	4	1	1808.21823192767	1.0	4.0	0.1425	Cost not reduced at thicknessInsulation-dthicknessInsulation.
50	44	5	1	1805.476058345739	1.0	4.0	0.1575	Cost reduced     at thicknessInsulation+dthicknessInsulation.
51	44	6	1	1829.6475446577956	2.0	4.0	0.1575	Cost not reduced at VStorage+dVStorage.
52	44	7	1	1815.1577468810353	1.0	5.0	0.1575	Cost not reduced at ACollector+dACollector.
52	44	8	1	1805.9099851299263	1.0	4.0	0.165	Cost not reduced at thicknessInsulation+dthicknessInsulation.
52	44	9	1	1806.2091020947503	1.0	4.0	0.15	Cost not reduced at thicknessInsulation-dthicknessInsulation.
47	44	10	1	1805.476058345739	1.0	4.0	0.1575	Iteration step did not reduce cost. Reduce step size to '0.0625'.
52	45	1	1	1805.476058345739	1.0	4.0	0.1575	Exploration base, Delta = 0.0625.
53	45	2	1	1818.8549025626	1.5	4.0	0.1575	Cost not reduced at VStorage+dVStorage.
54	45	3	1	1810.3077860844	1.0	4.5	0.1575	Cost not reduced at ACollector+dACollector.
55	45	4	1	1805.5557652280218	1.0	4.0	0.16125	Cost not reduced at thicknessInsulation+dthicknessInsulation.
56	45	5	1	1805.7098703516365	1.0	4.0	0.15375	Cost not reduced at thicknessInsulation-dthicknessInsulation.
56	45	6	1	1818.8549025626	1.5	4.0	0.1575	Cost not reduced at VStorage+dVStorage.
56	45	7	1	1810.3077860844	1.0	4.5	0.1575	Cost not reduced at ACollector+dACollector.
56	45	8	1	1805.5557652280218	1.0	4.0	0.16125	Cost not reduced at thicknessInsulation+dthicknessInsulation.
56	45	9	1	1805.7098703516365	1.0	4.0	0.15375	Cost not reduced at thicknessInsulation-dthicknessInsulation.
47	45	10	1	1805.476058345739	1.0	4.0	0.1575	Iteration step did not reduce cost. Maximum number of step reductions reached.
47	45	11	1	1805.476058345739	1.0	4.0	0.1575	Minimum point.
