GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Thu Jul 21 17:16:01 CEST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	VStorage	ACollector	thicknessInsulation
32	41	4	1	1038.4474322132585	5.0	4.0	0.09	Cost not reduced at thicknessInsulation+dthicknessInsulation.
32	41	5	1	1038.4474322132585	5.0	4.0	0.09	Cost not reduced at VStorage+dVStorage.
33	41	6	1	1007.343641938681	1.0	8.0	0.09	Cost not reduced at ACollector+dACollector.
33	41	7	1	1020.4635799565617	1.0	4.0	0.06	Cost not reduced at thicknessInsulation-dthicknessInsulation.
33	41	8	1	984.5824385595579	1.0	4.0	0.12	Cost not reduced at thicknessInsulation+dthicknessInsulation.
29	41	9	1	969.1066135624523	1.0	4.0	0.09	Iteration step did not reduce cost. Reduce step size to '0.25'.
33	42	1	1	969.1066135624523	1.0	4.0	0.09	Exploration base, Delta = 0.25.
34	42	2	1	1001.5723210886557	3.0	4.0	0.09	Cost not reduced at VStorage+dVStorage.
35	42	3	1	988.0095541976854	1.0	6.0	0.09	Cost not reduced at ACollector+dACollector.
36	42	4	1	990.8676482123614	1.0	4.0	0.075	Cost not reduced at thicknessInsulation-dthicknessInsulation.
37	42	5	1	965.6135436616212	1.0	4.0	0.105	Cost reduced     at thicknessInsulation+dthicknessInsulation.
37	42	6	1	965.6135436616212	1.0	4.0	0.105	Global search reduced cost.
37	43	1	1	984.5824385595579	1.0	4.0	0.12	Exploration base, Delta = 0.25.
38	43	2	1	1040.9251728084464	3.0	4.0	0.12	Cost not reduced at VStorage+dVStorage.
39	43	3	1	1004.5526132985942	1.0	6.0	0.12	Cost not reduced at ACollector+dACollector.
40	43	4	1	1007.9009133282203	1.0	4.0	0.135	Cost not reduced at thicknessInsulation+dthicknessInsulation.
40	43	5	1	965.6135436616212	1.0	4.0	0.105	Cost reduced     at thicknessInsulation-dthicknessInsulation.
41	43	6	1	1019.9711165465903	3.0	4.0	0.105	Cost not reduced at VStorage+dVStorage.
42	43	7	1	984.6631751538251	1.0	6.0	0.105	Cost not reduced at ACollector+dACollector.
42	43	8	1	969.1066135624523	1.0	4.0	0.09	Cost not reduced at thicknessInsulation-dthicknessInsulation.
42	43	9	1	984.5824385595579	1.0	4.0	0.12	Cost not reduced at thicknessInsulation+dthicknessInsulation.
37	43	10	1	965.6135436616212	1.0	4.0	0.105	Iteration step did not reduce cost. Reduce step size to '0.125'.
42	44	1	1	965.6135436616212	1.0	4.0	0.105	Exploration base, Delta = 0.125.
43	44	2	1	995.7587717826648	2.0	4.0	0.105	Cost not reduced at VStorage+dVStorage.
44	44	3	1	975.1963327213939	1.0	5.0	0.105	Cost not reduced at ACollector+dACollector.
45	44	4	1	963.7842146936914	1.0	4.0	0.0975	Cost reduced     at thicknessInsulation-dthicknessInsulation.
45	44	5	1	963.7842146936914	1.0	4.0	0.0975	Global search reduced cost.
45	45	1	1	969.1066135624523	1.0	4.0	0.09	Exploration base, Delta = 0.125.
46	45	2	1	977.0577076192221	2.0	4.0	0.09	Cost not reduced at VStorage+dVStorage.
47	45	3	1	978.5064794429658	1.0	5.0	0.09	Cost not reduced at ACollector+dACollector.
48	45	4	1	978.7005093019271	1.0	4.0	0.0825	Cost not reduced at thicknessInsulation-dthicknessInsulation.
48	45	5	1	963.7842146936914	1.0	4.0	0.0975	Cost reduced     at thicknessInsulation+dthicknessInsulation.
49	45	6	1	985.989107591525	2.0	4.0	0.0975	Cost not reduced at VStorage+dVStorage.
50	45	7	1	973.1171882796906	1.0	5.0	0.0975	Cost not reduced at ACollector+dACollector.
50	45	8	1	965.6135436616212	1.0	4.0	0.105	Cost not reduced at thicknessInsulation+dthicknessInsulation.
50	45	9	1	969.1066135624523	1.0	4.0	0.09	Cost not reduced at thicknessInsulation-dthicknessInsulation.
45	45	10	1	963.7842146936914	1.0	4.0	0.0975	Iteration step did not reduce cost. Reduce step size to '0.0625'.
50	46	1	1	963.7842146936914	1.0	4.0	0.0975	Exploration base, Delta = 0.0625.
51	46	2	1	970.8754873818784	1.5	4.0	0.0975	Cost not reduced at VStorage+dVStorage.
52	46	3	1	968.4308883902573	1.0	4.5	0.0975	Cost not reduced at ACollector+dACollector.
53	46	4	1	964.0565909000333	1.0	4.0	0.10125	Cost not reduced at thicknessInsulation+dthicknessInsulation.
54	46	5	1	965.775747959006	1.0	4.0	0.09375	Cost not reduced at thicknessInsulation-dthicknessInsulation.
54	46	6	1	970.8754873818784	1.5	4.0	0.0975	Cost not reduced at VStorage+dVStorage.
54	46	7	1	968.4308883902573	1.0	4.5	0.0975	Cost not reduced at ACollector+dACollector.
54	46	8	1	964.0565909000333	1.0	4.0	0.10125	Cost not reduced at thicknessInsulation+dthicknessInsulation.
54	46	9	1	965.775747959006	1.0	4.0	0.09375	Cost not reduced at thicknessInsulation-dthicknessInsulation.
45	46	10	1	963.7842146936914	1.0	4.0	0.0975	Iteration step did not reduce cost. Maximum number of step reductions reached.
45	46	11	1	963.7842146936914	1.0	4.0	0.0975	Minimum point.
